id,b_D3d,b_D6d,b_D1m,b_NonD,GO
alyref(1of2),DN,NonDE,NonDE,NonDE,.
alyref(2of2),DN,DN,NonDE,NonDE,.
amacr(1of2),NonDE,NonDE,NonDE,NonDE,.
amacr(2of2),NonDE,NonDE,NonDE,NonDE,.
ambp(2of3),NonDE,NonDE,DN,NonDE,.
ambp(3of3),NonDE,NonDE,NonDE,NonDE,.
ambra1,NonDE,NonDE,NonDE,NonDE,.
amd1,DN,DN,DN,NonDE,.
amdhd1,DN,DN,DN,NonDE,.
amdhd2,UP,UP,UP,NonDE,.
amer1,NonDE,NonDE,NonDE,NonDE,.
amer2(2of2),NonDE,NonDE,NonDE,NonDE,.
amfr,UP,UP,UP,NonDE,.
amigo3,UP,UP,UP,NonDE,.
ammecr1,DN,DN,DN,NonDE,.
amot,NonDE,NonDE,NonDE,NonDE,.
amotl2(1of2),NonDE,NonDE,NonDE,NonDE,.
amotl2(2of2),UP,UP,NonDE,NonDE,.
ampd2(1of3),NonDE,NonDE,NonDE,NonDE,.
ampd2(3of3),NonDE,DN,NonDE,NonDE,.
amph,NonDE,NonDE,NonDE,NonDE,.
amt,NonDE,NonDE,NonDE,NonDE,.
anapc1,DN,DN,DN,NonDE,.
anapc10,DN,NonDE,NonDE,NonDE,.
anapc11,DN,DN,DN,NonDE,.
anapc13,NonDE,NonDE,NonDE,NonDE,.
anapc15,DN,DN,DN,NonDE,.
anapc16,NonDE,NonDE,NonDE,NonDE,.
anapc2,DN,DN,DN,NonDE,.
anapc4,DN,DN,NonDE,NonDE,.
anapc5,DN,DN,DN,NonDE,.
anapc7,NonDE,NonDE,NonDE,NonDE,.
and1,NonDE,NonDE,NonDE,NonDE,.
and3,NonDE,NonDE,NonDE,NonDE,.
angel1,UP,UP,UP,NonDE,.
angel2,NonDE,NonDE,NonDE,NonDE,.
angpt1(1of2),NonDE,NonDE,DN,NonDE,.
angpt1(2of2),DN,DN,DN,NonDE,.
angpt2(2of2),NonDE,DN,DN,NonDE,.
angpt4(1of2),NonDE,NonDE,DN,UP,.
angpt4(2of2),UP,NonDE,DN,NonDE,.
angptl1(2of4),NonDE,DN,DN,NonDE,.
angptl1(4of4),UP,UP,UP,NonDE,.
angptl2(1of2),NonDE,DN,DN,NonDE,.
angptl2(2of2),NonDE,NonDE,NonDE,NonDE,.
angptl3(2of2),NonDE,NonDE,NonDE,DN,.
angptl4(1of2),UP,UP,UP,NonDE,.
angptl4(2of2),NonDE,NonDE,DN,NonDE,.
angptl7,NonDE,NonDE,DN,NonDE,.
ank1(1of3),NonDE,NonDE,NonDE,NonDE,.
ank1(3of3),UP,UP,NonDE,UP,.
ank2(1of3),UP,UP,NonDE,NonDE,.
ank2(2of3),NonDE,NonDE,NonDE,NonDE,.
ank2(3of3),NonDE,NonDE,NonDE,NonDE,.
ank3(1of2),NonDE,NonDE,NonDE,NonDE,.
ank3(2of2),UP,UP,UP,NonDE,.
ankef1,NonDE,NonDE,NonDE,NonDE,.
ankfn1(2of3),NonDE,NonDE,NonDE,NonDE,.
ankfy1,NonDE,NonDE,NonDE,NonDE,.
ankh,NonDE,NonDE,NonDE,NonDE,.
ankhd1,NonDE,NonDE,NonDE,NonDE,.
ankib1(1of2),NonDE,NonDE,NonDE,NonDE,.
ankib1(2of2),NonDE,NonDE,NonDE,NonDE,.
ankle1,DN,NonDE,NonDE,NonDE,.
ankle2,NonDE,NonDE,NonDE,NonDE,.
ankmy2,NonDE,DN,DN,NonDE,.
ankra2(1of2),DN,NonDE,NonDE,NonDE,.
ankra2(2of2),DN,DN,NonDE,NonDE,.
ankrd1,NonDE,NonDE,NonDE,NonDE,.
ankrd10(1of2),NonDE,NonDE,NonDE,NonDE,.
ankrd10(2of2),DN,DN,DN,NonDE,.
ankrd11,NonDE,NonDE,NonDE,NonDE,.
ankrd12,UP,UP,UP,NonDE,.
ankrd13a,NonDE,NonDE,NonDE,NonDE,.
ankrd13c(1of2),DN,DN,DN,NonDE,.
ankrd13c(2of2),DN,DN,NonDE,NonDE,.
ankrd13d,DN,DN,NonDE,NonDE,.
ankrd16,UP,UP,UP,NonDE,.
ankrd22,UP,UP,UP,NonDE,.
ankrd24,NonDE,NonDE,DN,NonDE,.
ankrd26,NonDE,NonDE,NonDE,NonDE,.
ankrd27,NonDE,NonDE,NonDE,NonDE,.
ankrd28(1of2),NonDE,NonDE,NonDE,NonDE,.
ankrd28(2of2),NonDE,NonDE,NonDE,NonDE,.
ankrd31,NonDE,NonDE,NonDE,NonDE,.
ankrd33b(2of3),NonDE,NonDE,NonDE,NonDE,.
ankrd39,NonDE,NonDE,NonDE,NonDE,.
ankrd40,NonDE,NonDE,NonDE,NonDE,.
ankrd44,NonDE,NonDE,NonDE,NonDE,.
ankrd46,NonDE,NonDE,NonDE,NonDE,.
ankrd49,NonDE,NonDE,NonDE,NonDE,.
ankrd50(1of3),NonDE,NonDE,DN,NonDE,.
ankrd50(3of3),NonDE,NonDE,DN,NonDE,.
ankrd52(1of2),NonDE,NonDE,NonDE,NonDE,.
ankrd52(2of2),NonDE,NonDE,UP,NonDE,.
ankrd53,UP,UP,UP,NonDE,.
ankrd54,NonDE,NonDE,NonDE,NonDE,.
ankrd6(1of2),UP,UP,NonDE,NonDE,.
ankrd6(2of2),UP,UP,NonDE,NonDE,.
anks1a(2of2),NonDE,NonDE,NonDE,NonDE,.
anks1b,NonDE,NonDE,NonDE,NonDE,.
anks3,NonDE,NonDE,NonDE,NonDE,.
anks6,NonDE,DN,DN,NonDE,.
ankzf1,NonDE,NonDE,NonDE,NonDE,.
anln(1of2),DN,DN,DN,NonDE,.
anln(2of2),DN,DN,DN,NonDE,.
ano1(2of5),NonDE,NonDE,NonDE,NonDE,.
ano1(3of5),UP,UP,UP,NonDE,.
ano10(1of3),NonDE,NonDE,NonDE,NonDE,.
ano10(2of3),UP,UP,NonDE,NonDE,.
ano10(3of3),UP,UP,NonDE,NonDE,.
ano3,NonDE,NonDE,NonDE,NonDE,.
ano5(1of2),DN,DN,DN,NonDE,.
ano5(2of2),NonDE,NonDE,NonDE,NonDE,.
ano6,UP,NonDE,NonDE,UP,.
ano7(2of2),UP,UP,UP,UP,.
ano8(1of3),NonDE,NonDE,NonDE,NonDE,.
ano9(1of2),UP,UP,NonDE,UP,.
ano9(2of2),UP,UP,UP,UP,.
anos1,NonDE,DN,DN,NonDE,.
anp32a(1of2),NonDE,NonDE,DN,NonDE,.
anp32a(2of2),NonDE,NonDE,NonDE,NonDE,.
anp32b,DN,NonDE,DN,NonDE,.
anp32e(1of2),NonDE,UP,UP,NonDE,.
anp32e(2of2),NonDE,NonDE,NonDE,NonDE,.
anpep(3of7),NonDE,NonDE,DN,NonDE,.
anpep(4of7),NonDE,DN,DN,NonDE,.
antxr1(1of4),NonDE,NonDE,NonDE,NonDE,.
antxr1(3of4),NonDE,DN,NonDE,NonDE,.
antxr1(4of4),NonDE,NonDE,NonDE,NonDE,.
antxr2(1of2),NonDE,NonDE,DN,NonDE,.
anxa1(1of2),UP,UP,UP,NonDE,.
anxa1(2of2),UP,UP,UP,UP,.
anxa11(1of2),NonDE,NonDE,NonDE,NonDE,.
anxa11(2of2),NonDE,NonDE,NonDE,NonDE,.
anxa13(1of2),NonDE,NonDE,NonDE,NonDE,.
anxa13(2of2),DN,DN,DN,NonDE,.
anxa2(1of3),NonDE,NonDE,DN,UP,.
anxa2(2of3),UP,NonDE,NonDE,NonDE,.
anxa2(3of3),UP,NonDE,DN,UP,.
anxa3,UP,UP,UP,NonDE,.
anxa4,NonDE,NonDE,DN,UP,.
anxa5(1of2),UP,UP,UP,NonDE,.
anxa5(2of2),UP,UP,UP,UP,.
aoc1,NonDE,DN,DN,UP,.
aoc3,NonDE,NonDE,NonDE,NonDE,.
aox1,NonDE,NonDE,NonDE,NonDE,.
ap000295.9,NonDE,NonDE,UP,NonDE,.
ap1ar,NonDE,NonDE,NonDE,NonDE,.
ap1b1,NonDE,DN,NonDE,NonDE,.
ap1g1(1of2),NonDE,NonDE,NonDE,NonDE,.
ap1g1(2of2),NonDE,NonDE,NonDE,NonDE,.
ap1m1(1of2),DN,DN,DN,NonDE,.
ap1m1(2of2),NonDE,NonDE,NonDE,NonDE,.
ap1m2,NonDE,NonDE,DN,NonDE,.
ap1s1(1of2),NonDE,NonDE,NonDE,NonDE,.
ap1s1(2of2),NonDE,NonDE,DN,UP,.
ap1s2(1of2),NonDE,NonDE,NonDE,NonDE,.
ap2a1,DN,DN,NonDE,NonDE,.
ap2a2(1of2),UP,UP,UP,NonDE,.
ap2a2(2of2),UP,UP,UP,NonDE,.
ap2b1,NonDE,NonDE,NonDE,NonDE,.
ap2m1,DN,DN,DN,NonDE,.
ap2s1(1of2),DN,DN,DN,NonDE,.
ap2s1(2of2),NonDE,NonDE,NonDE,NonDE,.
ap3b1,NonDE,NonDE,NonDE,NonDE,.
ap3b2,NonDE,NonDE,NonDE,NonDE,.
ap3d1,NonDE,NonDE,NonDE,NonDE,.
ap3m1,NonDE,NonDE,NonDE,NonDE,.
ap3m2,DN,DN,NonDE,NonDE,.
ap3s1,NonDE,NonDE,NonDE,NonDE,.
ap3s2,NonDE,NonDE,NonDE,NonDE,.
ap4b1,UP,UP,UP,NonDE,.
ap4e1,DN,DN,DN,NonDE,.
ap4m1,NonDE,NonDE,NonDE,NonDE,.
ap4s1,NonDE,NonDE,UP,NonDE,.
ap5b1(1of2),NonDE,NonDE,NonDE,NonDE,.
ap5m1,NonDE,NonDE,NonDE,NonDE,.
ap5s1,NonDE,NonDE,NonDE,NonDE,.
ap5z1,NonDE,NonDE,NonDE,NonDE,.
apaf1(1of2),DN,DN,NonDE,NonDE,.
apaf1(2of2),UP,UP,UP,NonDE,.
apba1(2of3),NonDE,NonDE,NonDE,NonDE,.
apba1(3of3),NonDE,NonDE,NonDE,NonDE,.
apba2(1of2),UP,UP,UP,NonDE,.
apba2(2of2),NonDE,NonDE,NonDE,NonDE,.
apbb1,NonDE,NonDE,NonDE,NonDE,.
apbb1ip(1of2),NonDE,NonDE,NonDE,NonDE,.
apbb2(1of2),NonDE,NonDE,UP,NonDE,.
apbb2(2of2),NonDE,NonDE,UP,NonDE,.
apc,NonDE,DN,NonDE,NonDE,.
apc2,NonDE,NonDE,NonDE,UP,.
apcdd1(1of2),NonDE,DN,DN,NonDE,.
apcdd1(2of2),DN,DN,DN,NonDE,.
apcs(1of2),UP,UP,UP,NonDE,.
apeh(1of2),DN,DN,NonDE,NonDE,.
apeh(2of2),DN,DN,DN,NonDE,.
apela,DN,DN,DN,DN,.
apex1(1of2),DN,DN,DN,NonDE,.
apex2,DN,DN,NonDE,NonDE,.
aph1a,NonDE,NonDE,NonDE,NonDE,.
api5,DN,DN,DN,NonDE,.
apip,NonDE,NonDE,NonDE,NonDE,.
apitd1,DN,DN,DN,NonDE,.
aplf,NonDE,UP,UP,NonDE,.
apln,NonDE,NonDE,NonDE,NonDE,.
aplnr(1of3),NonDE,NonDE,DN,DN,.
aplnr(2of3),DN,DN,DN,DN,.
aplnr(3of3),DN,DN,DN,NonDE,.
aplp1,UP,UP,UP,UP,.
aplp2(1of2),UP,UP,UP,NonDE,.
aplp2(2of2),NonDE,NonDE,NonDE,NonDE,.
apmap(1of2),DN,DN,DN,NonDE,.
apmap(2of2),UP,UP,UP,NonDE,.
apoa1,NonDE,NonDE,NonDE,NonDE,.
apoa1bp,NonDE,NonDE,UP,NonDE,.
apob(1of3),NonDE,NonDE,NonDE,NonDE,.
apob(3of3),DN,DN,NonDE,NonDE,.
apobec2,UP,UP,NonDE,NonDE,.
apoc1,NonDE,UP,UP,NonDE,.
apoc2,NonDE,NonDE,NonDE,NonDE,.
apoe(1of2),UP,UP,UP,NonDE,.
apof,NonDE,NonDE,NonDE,UP,.
apoh(1of3),UP,UP,NonDE,DN,.
apoh(2of3),NonDE,NonDE,NonDE,NonDE,.
apol3(2of3),NonDE,NonDE,NonDE,NonDE,.
apol3(3of3),NonDE,NonDE,NonDE,NonDE,.
apol6,DN,DN,NonDE,NonDE,.
apold1,UP,UP,NonDE,NonDE,.
apoo(2of2),NonDE,NonDE,NonDE,NonDE,.
apool,UP,UP,UP,NonDE,.
apopt1,UP,UP,UP,NonDE,.
app,NonDE,NonDE,NonDE,NonDE,.
appbp2,NonDE,NonDE,NonDE,NonDE,.
appl1,NonDE,NonDE,NonDE,NonDE,.
appl2,UP,UP,NonDE,NonDE,.
aprt(1of2),DN,DN,NonDE,NonDE,.
aprt(2of2),NonDE,NonDE,NonDE,NonDE,.
aptx,DN,DN,DN,NonDE,.
aqp1(1of2),NonDE,NonDE,DN,NonDE,.
aqp11(1of2),NonDE,NonDE,NonDE,NonDE,.
aqp11(2of2),NonDE,NonDE,NonDE,NonDE,.
aqp3(3of3),UP,NonDE,NonDE,NonDE,.
aqp4(1of2),NonDE,NonDE,NonDE,NonDE,.
aqp7,NonDE,NonDE,NonDE,NonDE,.
aqp8,NonDE,NonDE,DN,NonDE,.
aqp9(2of2),NonDE,NonDE,NonDE,NonDE,.
aqr,DN,DN,NonDE,NonDE,.
ar(1of2),DN,DN,DN,NonDE,.
ar(2of2),NonDE,NonDE,NonDE,NonDE,.
araf,DN,DN,NonDE,NonDE,.
arap1(1of2),UP,UP,UP,NonDE,.
arap1(2of2),NonDE,NonDE,NonDE,NonDE,.
arap2(1of2),UP,UP,NonDE,NonDE,.
arap2(2of2),NonDE,NonDE,NonDE,NonDE,.
arap3,NonDE,NonDE,NonDE,NonDE,.
arcn1,NonDE,NonDE,NonDE,NonDE,.
areg,NonDE,NonDE,NonDE,NonDE,.
arel1,DN,DN,NonDE,NonDE,.
arf1(1of3),NonDE,NonDE,NonDE,NonDE,.
arf1(2of3),DN,DN,DN,NonDE,.
arf1(3of3),DN,NonDE,NonDE,NonDE,.
arf3(1of2),NonDE,NonDE,NonDE,NonDE,.
arf3(2of2),DN,NonDE,DN,NonDE,.
arf4,UP,NonDE,UP,NonDE,.
arf5(1of2),DN,DN,NonDE,NonDE,.
arf5(2of2),NonDE,NonDE,NonDE,NonDE,.
arf6(1of3),DN,DN,DN,NonDE,.
arf6(2of3),NonDE,DN,NonDE,NonDE,.
arfgap1,DN,DN,DN,NonDE,.
arfgap2,DN,DN,NonDE,NonDE,.
arfgap3,UP,UP,UP,NonDE,.
arfgef1,NonDE,NonDE,NonDE,NonDE,.
arfgef2,NonDE,NonDE,NonDE,NonDE,.
arfgef3,DN,DN,NonDE,NonDE,.
arfip1(1of2),NonDE,NonDE,NonDE,NonDE,.
arfip1(2of2),NonDE,NonDE,DN,NonDE,.
arfip2(1of2),NonDE,NonDE,NonDE,NonDE,.
arfip2(2of2),NonDE,NonDE,NonDE,NonDE,.
arfrp1(1of2),DN,DN,DN,NonDE,.
arglu1,NonDE,NonDE,NonDE,NonDE,.
arhgap1,NonDE,NonDE,NonDE,NonDE,.
arhgap10,NonDE,NonDE,NonDE,NonDE,.
arhgap11a(2of2),DN,DN,DN,NonDE,.
arhgap12,NonDE,UP,UP,NonDE,.
arhgap15,NonDE,NonDE,NonDE,NonDE,.
arhgap17(1of2),NonDE,NonDE,NonDE,NonDE,.
arhgap17(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgap18,NonDE,NonDE,NonDE,NonDE,.
arhgap19(1of2),DN,DN,DN,NonDE,.
arhgap19(2of2),DN,DN,DN,NonDE,.
arhgap20(1of2),NonDE,NonDE,DN,NonDE,.
arhgap20(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgap21(2of3),NonDE,NonDE,NonDE,NonDE,.
arhgap21(3of3),NonDE,NonDE,NonDE,NonDE,.
arhgap22(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgap23(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgap24(1of4),NonDE,NonDE,NonDE,NonDE,.
arhgap26,NonDE,NonDE,NonDE,NonDE,.
arhgap27(1of3),NonDE,DN,NonDE,NonDE,.
arhgap27(2of3),NonDE,NonDE,NonDE,NonDE,.
arhgap27(3of3),NonDE,NonDE,NonDE,NonDE,.
arhgap29(1of2),NonDE,NonDE,NonDE,NonDE,.
arhgap29(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgap31,NonDE,DN,DN,NonDE,.
arhgap32(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgap35(1of2),NonDE,NonDE,NonDE,NonDE,.
arhgap35(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgap39(1of2),NonDE,NonDE,NonDE,NonDE,.
arhgap39(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgap40,UP,NonDE,NonDE,NonDE,.
arhgap42(1of2),NonDE,NonDE,NonDE,NonDE,.
arhgap42(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgap44(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgap5,NonDE,NonDE,NonDE,NonDE,.
arhgap6(1of3),NonDE,NonDE,NonDE,NonDE,.
arhgap6(2of3),NonDE,NonDE,NonDE,NonDE,.
arhgap6(3of3),NonDE,NonDE,NonDE,NonDE,.
arhgdia(1of3),NonDE,NonDE,NonDE,NonDE,.
arhgdia(3of3),NonDE,NonDE,NonDE,NonDE,.
arhgef1,NonDE,NonDE,NonDE,NonDE,.
arhgef10,NonDE,NonDE,NonDE,NonDE,.
arhgef10l,NonDE,NonDE,NonDE,NonDE,.
arhgef11,NonDE,NonDE,NonDE,NonDE,.
arhgef12(1of2),NonDE,NonDE,NonDE,NonDE,.
arhgef12(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgef16,UP,NonDE,NonDE,NonDE,.
arhgef17,NonDE,NonDE,NonDE,NonDE,.
arhgef18(1of2),NonDE,NonDE,NonDE,NonDE,.
arhgef18(2of2),UP,UP,UP,NonDE,.
arhgef19(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgef2,DN,DN,DN,NonDE,.
arhgef25(1of2),NonDE,DN,NonDE,NonDE,.
arhgef25(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgef26,UP,UP,UP,NonDE,.
arhgef28(1of2),NonDE,NonDE,NonDE,NonDE,.
arhgef28(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgef3(1of2),NonDE,NonDE,NonDE,NonDE,.
arhgef3(2of2),NonDE,NonDE,DN,NonDE,.
arhgef33(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgef37,NonDE,NonDE,NonDE,NonDE,.
arhgef38,NonDE,NonDE,NonDE,NonDE,.
arhgef39,DN,DN,DN,NonDE,.
arhgef4,NonDE,NonDE,NonDE,NonDE,.
arhgef40(1of2),NonDE,NonDE,NonDE,NonDE,.
arhgef40(2of2),NonDE,NonDE,NonDE,NonDE,.
arhgef5,UP,UP,NonDE,NonDE,.
arhgef6,NonDE,NonDE,NonDE,NonDE,.
arhgef7(1of2),NonDE,NonDE,NonDE,NonDE,.
arhgef7(2of2),NonDE,NonDE,UP,NonDE,.
arhgef9,NonDE,NonDE,NonDE,NonDE,.
arid1a,NonDE,NonDE,NonDE,NonDE,.
arid1b(1of3),NonDE,NonDE,NonDE,NonDE,.
arid1b(2of3),NonDE,NonDE,DN,NonDE,.
arid1b(3of3),NonDE,NonDE,NonDE,NonDE,.
arid2,NonDE,NonDE,NonDE,NonDE,.
arid3a,NonDE,NonDE,NonDE,NonDE,.
arid3b(1of2),NonDE,NonDE,NonDE,NonDE,.
arid3b(2of2),NonDE,NonDE,NonDE,NonDE,.
arid4a,NonDE,NonDE,NonDE,NonDE,.
arid4b,NonDE,NonDE,NonDE,NonDE,.
arid5b(1of2),NonDE,NonDE,NonDE,NonDE,.
arid5b(2of2),NonDE,DN,DN,NonDE,.
arih1,NonDE,NonDE,NonDE,NonDE,.
arih2,NonDE,NonDE,NonDE,NonDE,.
arl1,NonDE,NonDE,NonDE,NonDE,.
arl11,UP,UP,UP,NonDE,.
arl13b(1of2),NonDE,NonDE,NonDE,NonDE,.
arl14ep,NonDE,NonDE,NonDE,NonDE,.
arl15,NonDE,NonDE,NonDE,NonDE,.
arl16,NonDE,NonDE,NonDE,NonDE,.
arl2,NonDE,NonDE,NonDE,NonDE,.
arl2bp,NonDE,NonDE,NonDE,NonDE,.
arl3(2of3),NonDE,NonDE,DN,UP,.
arl3(3of3),NonDE,NonDE,NonDE,NonDE,.
arl4a,UP,UP,NonDE,NonDE,.
arl4c(2of2),NonDE,NonDE,NonDE,NonDE,.
arl4d,NonDE,NonDE,NonDE,NonDE,.
arl5a,UP,UP,UP,NonDE,.
arl5b(1of2),NonDE,NonDE,NonDE,NonDE,.
arl5b(2of2),UP,UP,NonDE,NonDE,.
arl6(1of2),DN,DN,DN,NonDE,.
arl6ip1,NonDE,NonDE,NonDE,NonDE,.
arl6ip4,DN,DN,DN,NonDE,.
arl6ip5(1of2),UP,UP,UP,NonDE,.
arl6ip5(2of2),UP,UP,UP,NonDE,.
arl6ip6,NonDE,DN,NonDE,NonDE,.
arl8a,NonDE,NonDE,NonDE,NonDE,.
arl8b(1of2),DN,NonDE,NonDE,NonDE,.
arl8b(2of2),NonDE,NonDE,NonDE,NonDE,.
arl9(1of2),NonDE,NonDE,NonDE,NonDE,.
armc1(1of3),NonDE,NonDE,NonDE,NonDE,.
armc1(2of3),DN,DN,DN,NonDE,.
armc1(3of3),NonDE,NonDE,NonDE,NonDE,.
armc10,NonDE,NonDE,NonDE,NonDE,.
armc2,UP,UP,UP,NonDE,.
armc4(2of3),NonDE,NonDE,NonDE,NonDE,.
armc4(3of3),NonDE,NonDE,NonDE,NonDE,.
armc5,NonDE,DN,DN,NonDE,.
armc6,DN,DN,DN,NonDE,.
armc7,DN,DN,DN,NonDE,.
armc8,NonDE,NonDE,NonDE,NonDE,.
armc9,NonDE,NonDE,NonDE,NonDE,.
armt1,NonDE,NonDE,NonDE,NonDE,.
arnt,NonDE,NonDE,NonDE,NonDE,.
arnt2(1of3),NonDE,NonDE,NonDE,NonDE,.
arnt2(2of3),NonDE,NonDE,NonDE,NonDE,.
arnt2(3of3),DN,DN,NonDE,NonDE,.
arntl(1of3),NonDE,NonDE,UP,NonDE,.
arntl(2of3),DN,DN,NonDE,NonDE,.
arntl(3of3),NonDE,NonDE,NonDE,NonDE,.
arpc1a(1of2),NonDE,NonDE,NonDE,NonDE,.
arpc1a(2of2),UP,UP,UP,NonDE,.
arpc1b,UP,NonDE,NonDE,NonDE,.
arpc2,NonDE,NonDE,NonDE,NonDE,.
arpc3,NonDE,NonDE,NonDE,NonDE,.
arpc4(1of2),NonDE,DN,NonDE,NonDE,.
arpc4(2of2),NonDE,NonDE,NonDE,NonDE,.
arpc5,DN,DN,DN,NonDE,.
arpin,NonDE,NonDE,NonDE,NonDE,.
arpp19(1of2),NonDE,NonDE,UP,NonDE,.
arpp19(2of2),DN,DN,DN,NonDE,.
arrb1(3of3),UP,UP,NonDE,NonDE,.
arrb2(1of2),NonDE,NonDE,NonDE,NonDE,.
arrb2(2of2),NonDE,NonDE,NonDE,NonDE,.
arrdc1(1of2),NonDE,NonDE,NonDE,NonDE,.
arrdc1(2of2),NonDE,NonDE,NonDE,NonDE,.
arrdc3(1of8),NonDE,NonDE,NonDE,NonDE,.
arrdc3(2of8),UP,UP,NonDE,NonDE,.
arrdc3(3of8),UP,NonDE,NonDE,NonDE,.
arrdc3(4of8),UP,NonDE,NonDE,UP,.
arrdc3(5of8),UP,UP,UP,NonDE,.
arrdc3(6of8),UP,UP,UP,NonDE,.
arrdc3(7of8),UP,UP,NonDE,NonDE,.
arrdc3(8of8),UP,UP,UP,UP,.
arsa,NonDE,NonDE,NonDE,NonDE,.
arsb,DN,DN,NonDE,NonDE,.
arsd,DN,DN,DN,NonDE,.
arsg,NonDE,NonDE,NonDE,NonDE,.
arsi(1of3),DN,DN,DN,NonDE,.
arsi(3of3),NonDE,DN,DN,DN,.
arsj,NonDE,NonDE,NonDE,NonDE,.
arsk,DN,NonDE,DN,NonDE,.
art4(1of2),UP,UP,NonDE,UP,.
art4(2of2),UP,NonDE,NonDE,NonDE,.
art5,NonDE,DN,DN,NonDE,.
artn(1of3),UP,UP,UP,NonDE,.
arv1,NonDE,DN,NonDE,NonDE,.
arvcf(2of2),NonDE,NonDE,NonDE,NonDE,.
arx,NonDE,NonDE,NonDE,NonDE,.
as3mt(1of2),NonDE,NonDE,NonDE,NonDE,.
asah1,NonDE,NonDE,NonDE,NonDE,.
asap1(2of2),NonDE,NonDE,NonDE,NonDE,.
asap2(1of2),NonDE,NonDE,NonDE,NonDE,.
asap2(2of2),UP,NonDE,NonDE,NonDE,.
asap3,NonDE,NonDE,NonDE,NonDE,.
asb1,NonDE,NonDE,NonDE,NonDE,.
asb11,UP,UP,UP,DN,.
asb12(1of2),DN,DN,NonDE,NonDE,.
asb12(2of2),UP,UP,UP,NonDE,.
asb13(1of2),UP,UP,UP,NonDE,.
asb13(2of2),NonDE,NonDE,NonDE,NonDE,.
asb14(2of2),DN,DN,NonDE,NonDE,.
asb2(1of3),NonDE,NonDE,NonDE,NonDE,.
asb2(2of3),NonDE,NonDE,DN,NonDE,.
asb3,NonDE,NonDE,NonDE,NonDE,.
asb5,UP,NonDE,NonDE,NonDE,.
asb6(2of2),NonDE,NonDE,NonDE,NonDE,.
asb7,NonDE,NonDE,NonDE,NonDE,.
asb8,NonDE,NonDE,NonDE,NonDE,.
ascc1,DN,NonDE,NonDE,NonDE,.
ascc2,NonDE,NonDE,NonDE,NonDE,.
ascc3,DN,DN,DN,NonDE,.
ascl1(1of2),NonDE,DN,DN,NonDE,.
ascl1(2of2),UP,UP,NonDE,UP,.
asf1a(1of2),NonDE,NonDE,NonDE,NonDE,.
asf1a(2of2),DN,DN,DN,NonDE,.
ash1l(1of2),NonDE,NonDE,NonDE,NonDE,.
ash1l(2of2),UP,UP,UP,NonDE,.
ash2l,DN,DN,DN,NonDE,.
asip,NonDE,NonDE,NonDE,UP,.
asl,NonDE,NonDE,NonDE,NonDE,.
asmtl,NonDE,NonDE,NonDE,NonDE,.
asna1,NonDE,NonDE,NonDE,NonDE,.
asns,NonDE,NonDE,NonDE,NonDE,.
asnsd1,NonDE,NonDE,NonDE,NonDE,.
aspa(1of2),UP,UP,UP,UP,.
aspa(2of2),UP,NonDE,NonDE,UP,.
aspg,DN,DN,DN,NonDE,.
asph(1of2),NonDE,NonDE,DN,UP,.
asph(2of2),UP,UP,UP,NonDE,.
asphd2(1of2),NonDE,UP,UP,NonDE,.
aspm,DN,DN,DN,NonDE,.
aspn,NonDE,NonDE,NonDE,NonDE,.
aspscr1,NonDE,NonDE,NonDE,NonDE,.
asrgl1(2of3),NonDE,UP,NonDE,NonDE,.
asrgl1(3of3),NonDE,NonDE,NonDE,NonDE,.
ass1,UP,UP,UP,UP,.
aste1,NonDE,NonDE,NonDE,NonDE,.
astl(1of9),UP,NonDE,DN,UP,.
astl(3of9),UP,NonDE,DN,UP,.
astl(4of9),DN,DN,DN,DN,.
astl(7of9),UP,UP,NonDE,UP,.
asun,NonDE,NonDE,NonDE,NonDE,.
asxl1,NonDE,NonDE,NonDE,NonDE,.
asxl2,NonDE,NonDE,NonDE,NonDE,.
atad1(1of2),NonDE,NonDE,NonDE,NonDE,.
atad1(2of2),DN,DN,DN,NonDE,.
atad2(1of2),DN,DN,NonDE,NonDE,.
atad2b,DN,DN,DN,NonDE,.
atad3a,DN,DN,NonDE,NonDE,.
atad5,DN,DN,DN,NonDE,.
atat1,DN,NonDE,NonDE,NonDE,.
atcay(2of2),NonDE,NonDE,NonDE,NonDE,.
ate1,NonDE,NonDE,UP,NonDE,.
atf2,UP,UP,UP,NonDE,.
atf3,UP,UP,UP,NonDE,.
atf4(1of2),NonDE,NonDE,NonDE,NonDE,.
atf4(2of2),NonDE,NonDE,NonDE,NonDE,.
