Condition,FDR,DE,,,,,,
NonD,0.714717765,0.174962192,,,,,,
NonD,0.996581781,-0.00701882,,,,,,
NonD,0.993283532,0.009151157,,,,,,
NonD,0.982040769,-0.013174654,,,,,,
NonD,0.437728631,-0.322088072,,,,,,
NonD,0.547965756,0.316830724,,,,,,
NonD,5.86E-07,-0.947276315,,,,,,
NonD,0.80373982,-0.071225342,,,,,,
NonD,0.702950589,0.137666754,,,,,,
NonD,0.001296694,0.692685312,,,,,,
NonD,0.581510687,-0.261447296,,,,,,
NonD,0.202684413,0.785161255,,,,,,
NonD,0.663353228,0.20770834,,,,,,
NonD,0.767797788,-0.199791225,,,,,,
NonD,0.137079776,-0.421019642,,,,,,
NonD,0.264073805,-0.351512819,,,,,,
NonD,0.840858739,-0.088896933,,,,,,
NonD,0.853036326,0.097154482,,,,,,
NonD,0.404949361,-0.199366898,,,,,,
NonD,0.023337345,0.465169007,,,,,,
NonD,0.98497783,-0.014678164,,,,,,
NonD,0.452438142,-0.401930488,,,,,,
NonD,0.021305549,-0.358809188,,,,,,
NonD,0.338164763,0.178611114,,,,,,
NonD,0.619531536,-0.133611479,,,,,,
NonD,7.80E-05,0.673684231,,,,,,
NonD,0.585911756,-0.13029404,,,,,,
NonD,0.887503957,-0.102360372,,,,,,
NonD,0.802255999,0.111285225,,,,,,
NonD,5.73E-07,0.800355409,,,,,,
NonD,0.00444557,0.518227215,,,,,,
NonD,0.441060196,0.193597161,,,,,,
NonD,0.979342592,-0.030527236,,,,,,
NonD,0.155572444,0.466972272,,,,,,
NonD,0.439290065,0.597274928,,,,,,
NonD,0.760998684,0.211247383,,,,,,
NonD,0.594485045,0.121720633,,,,,,
NonD,0.535441965,0.195158177,,,,,,
NonD,0.989598816,0.007045361,,,,,,
NonD,0.001304963,-0.465283861,,,,,,
NonD,0.883517188,-0.10465664,,,,,,
NonD,0.237950696,0.503826423,,,,,,
NonD,0.943886291,0.1107142,,,,,,
NonD,0.008770625,-0.414375067,,,,,,
NonD,0.812640115,-0.093551176,,,,,,
NonD,0.720067494,0.271856777,,,,,,
NonD,0.720058236,0.135451922,,,,,,
NonD,0.306594182,-0.36077978,,,,,,
NonD,0.856573061,-0.067655858,,,,,,
NonD,0.709644068,0.149384571,,,,,,
NonD,0.887003728,-0.283028892,,,,,,
NonD,0.549781381,-0.206239982,,,,,,
NonD,0.913332145,-0.068764908,,,,,,
NonD,0.987403981,0.030689372,,,,,,
NonD,0.981232824,-0.029206487,,,,,,
NonD,0.018170638,-0.518520664,,,,,,
NonD,0.64393285,0.304019743,,,,,,
NonD,0.172318063,-0.303480771,,,,,,
NonD,0.970324228,-0.012986561,,,,,,
NonD,0.442001827,-0.231849266,,,,,,
NonD,0.93898082,-0.034434466,,,,,,
NonD,0.77306804,0.12007431,,,,,,
NonD,0.000917602,1.918301083,,,,,,
NonD,5.63E-06,0.756159114,,,,,,
NonD,5.35E-12,1.234825382,,,,,,
NonD,0.41429364,0.158161611,,,,,,
NonD,0.677069202,-0.353502213,,,,,,
NonD,0.473352016,-0.317813817,,,,,,
NonD,0.135706255,-0.618574799,,,,,,
NonD,0.461743548,-0.17256943,,,,,,
NonD,0.000152639,-0.590213485,,,,,,
NonD,0.616245483,-0.15021208,,,,,,
NonD,2.76E-06,-0.884003676,,,,,,
NonD,0.062388196,-0.829504062,,,,,,
NonD,0.929728256,-0.030821814,,,,,,
NonD,0.804573292,-0.167534771,,,,,,
NonD,0.818240568,0.145720674,,,,,,
NonD,0.125052765,0.476432024,,,,,,
NonD,0.412304547,0.29334779,,,,,,
NonD,0.56870307,0.133342384,,,,,,
NonD,0.064594763,0.334763221,,,,,,
NonD,0.239894899,0.223399411,,,,,,
NonD,1.81E-07,-0.832784458,,,,,,
NonD,0.004914251,-0.614724536,,,,,,
NonD,0.841358616,0.118518508,,,,,,
NonD,5.00E-11,4.315955752,,,,,,
NonD,0.964188663,-0.015857472,,,,,,
NonD,0.727586393,0.152562258,,,,,,
NonD,0.990804267,0.009469458,,,,,,
NonD,0.86095708,-0.238531174,,,,,,
NonD,0.74229067,0.281790951,,,,,,
NonD,0.056488829,-0.408000135,,,,,,
NonD,0.739133008,-0.085443476,,,,,,
NonD,0.966081891,0.01909328,,,,,,
NonD,1.11E-06,0.775209435,,,,,,
NonD,0.079224941,-0.46625822,,,,,,
NonD,0.965041801,-0.016235199,,,,,,
NonD,0.98475881,-0.01235564,,,,,,
NonD,0.04823418,-0.393182015,,,,,,
NonD,2.39E-05,-0.841081352,,,,,,
NonD,6.32E-05,-0.965656304,,,,,,
NonD,6.52E-11,-1.677510178,,,,,,
NonD,0.252801799,0.432371667,,,,,,
NonD,0.606707152,-1.050608745,,,,,,
NonD,0.000188682,1.115878997,,,,,,
NonD,9.47E-06,-1.517874362,,,,,,
NonD,5.03E-09,-1.219406242,,,,,,
NonD,0.028121181,0.771709972,,,,,,
NonD,0.055364685,-0.308356338,,,,,,
NonD,0.550136094,-0.154748348,,,,,,
NonD,0.369342415,0.45476962,,,,,,
NonD,0.607101296,-0.216594898,,,,,,
NonD,0.473912643,-0.248492384,,,,,,
NonD,0.433098746,0.675371394,,,,,,
NonD,0.058189939,0.930353844,,,,,,
NonD,0.651100644,-0.1553835,,,,,,
NonD,0.231145199,-0.342214454,,,,,,
NonD,0.472743475,0.181068257,,,,,,
NonD,0.161573792,0.27236408,,,,,,
NonD,0.847147631,-0.070818387,,,,,,
NonD,0.994391633,-0.003801146,,,,,,
NonD,0.748806847,0.111786299,,,,,,
NonD,6.95E-16,-1.116761577,,,,,,
NonD,0.41112681,-0.295503601,,,,,,
NonD,0.852663596,-0.143587966,,,,,,
NonD,0.856821229,0.137275329,,,,,,
NonD,0.093004934,-0.653592042,,,,,,
NonD,0.212574693,0.452671886,,,,,,
NonD,0.806980631,0.143571452,,,,,,
NonD,0.000128222,-0.53163807,,,,,,
NonD,0.672288677,0.569517828,,,,,,
NonD,0.97210332,0.014901309,,,,,,
NonD,0.082017138,-0.76594939,,,,,,
NonD,2.54E-20,-1.638781325,,,,,,
NonD,0.977480527,0.08966788,,,,,,
NonD,0.022624594,0.355938377,,,,,,
NonD,0.111454919,-0.312260169,,,,,,
NonD,0.019523778,-0.574291546,,,,,,
NonD,0.028866082,1.120758111,,,,,,
NonD,0.876868123,-0.102598723,,,,,,
NonD,0.055644651,0.724248018,,,,,,
NonD,0.001325642,1.325834681,,,,,,
NonD,0.19031907,0.352976525,,,,,,
NonD,0.05314262,-0.430786233,,,,,,
NonD,0.489764907,-0.167417781,,,,,,
NonD,0.068122562,-0.298863832,,,,,,
NonD,0.124147017,-0.601362175,,,,,,
NonD,0.063322364,0.42538314,,,,,,
NonD,0.012622714,0.555906487,,,,,,
NonD,0.468367303,-0.496944984,,,,,,
NonD,0.529316388,-0.152152352,,,,,,
NonD,0.230983639,-0.231324759,,,,,,
NonD,0.95191855,-0.019830159,,,,,,
NonD,0.647094328,0.129720365,,,,,,
NonD,0.174115275,-0.475387561,,,,,,
NonD,0.008412094,-0.651429709,,,,,,
NonD,0.225939352,-0.593870416,,,,,,
NonD,0.804755181,-0.08208659,,,,,,
NonD,0.111454919,-0.350481763,,,,,,
NonD,0.240973258,-0.277819538,,,,,,
NonD,0.914162113,0.066359732,,,,,,
NonD,0.817343075,-0.105761748,,,,,,
NonD,0.118071545,-2.052615774,,,,,,
NonD,0.968247788,-0.067355649,,,,,,
NonD,0.727694966,-0.135255961,,,,,,
NonD,0.715532985,-0.08862103,,,,,,
NonD,0.541784188,0.1780888,,,,,,
NonD,0.620563996,0.116519436,,,,,,
NonD,0.810342122,-0.085413374,,,,,,
NonD,0.541784188,0.205556735,,,,,,
NonD,0.980783169,-0.018794916,,,,,,
NonD,0.237627388,0.530091525,,,,,,
NonD,0.618921458,0.347907078,,,,,,
NonD,1.21E-11,-0.874111778,,,,,,
NonD,0.843091631,0.056688752,,,,,,
NonD,0.363177403,-0.245085972,,,,,,
NonD,0.000818754,-0.496727385,,,,,,
NonD,0.070453916,-0.313904254,,,,,,
NonD,0.030996778,-0.39113804,,,,,,
NonD,0.443992523,-0.169387623,,,,,,
NonD,0.00030076,0.52297389,,,,,,
NonD,0.745296506,-0.082271037,,,,,,
NonD,0.409298172,-0.185524041,,,,,,
NonD,0.5912695,-0.172189883,,,,,,
NonD,4.34E-05,-0.592442196,,,,,,
NonD,0.89002438,-0.110647711,,,,,,
NonD,0.966081891,-0.018250907,,,,,,
NonD,0.059605312,-0.294849701,,,,,,
NonD,0.120808508,0.393486818,,,,,,
NonD,0.78248438,0.114984904,,,,,,
NonD,0.456554007,0.167142548,,,,,,
NonD,0.040147973,0.373174678,,,,,,
NonD,0.662271453,0.098459004,,,,,,
NonD,0.810196752,-0.101454193,,,,,,
NonD,0.730584041,0.111020739,,,,,,
NonD,0.152107513,0.376682048,,,,,,
NonD,0.98623898,-0.005974135,,,,,,
NonD,0.832156103,-0.064822193,,,,,,
NonD,0.099984759,0.395474443,,,,,,
NonD,0.695559418,-0.112508491,,,,,,
NonD,0.621122383,0.131570835,,,,,,
NonD,0.234721801,-0.23175489,,,,,,
NonD,0.391155075,-0.186542519,,,,,,
NonD,0.874537692,-0.157099394,,,,,,
NonD,0.507361139,-0.181647036,,,,,,
NonD,0.021063915,0.385243613,,,,,,
NonD,0.090228813,-0.356370332,,,,,,
NonD,0.841345903,0.088961176,,,,,,
NonD,0.057737776,-0.474833742,,,,,,
NonD,0.000574304,0.72118766,,,,,,
NonD,0.003225993,-0.516719911,,,,,,
NonD,0.30618351,-0.240410725,,,,,,
NonD,0.362203711,-0.189560895,,,,,,
NonD,0.434569529,-0.217528452,,,,,,
NonD,0.008219083,-0.468841567,,,,,,
NonD,0.916232557,0.038429983,,,,,,
NonD,0.196890639,0.279329591,,,,,,
NonD,0.943459644,0.028093277,,,,,,
NonD,0.887496867,0.15187706,,,,,,
NonD,0.089798924,0.442747227,,,,,,
NonD,0.072189575,0.350487278,,,,,,
NonD,0.964430884,0.018736441,,,,,,
NonD,0.182036808,0.381225287,,,,,,
NonD,0.014643994,-1.164218478,,,,,,
NonD,0.002799091,0.517687952,,,,,,
NonD,0.01383283,-0.51559666,,,,,,
NonD,0.902580759,0.062811621,,,,,,
NonD,0.555137736,0.134010027,,,,,,
NonD,0.383832434,0.249553039,,,,,,
NonD,0.857629548,-0.050979321,,,,,,
NonD,0.468768307,-0.1808908,,,,,,
NonD,0.876422383,-0.04396856,,,,,,
NonD,0.406511789,0.301205978,,,,,,
NonD,0.892860058,0.046033834,,,,,,
NonD,0.243552205,-0.209191731,,,,,,
NonD,0.958063748,0.017804271,,,,,,
NonD,0.07109799,0.294434487,,,,,,
NonD,0.75767823,0.097886048,,,,,,
NonD,0.363211939,0.266575757,,,,,,
NonD,0.361000296,-0.173905839,,,,,,
NonD,0.799500106,0.23544274,,,,,,
NonD,0.409389162,-0.181442208,,,,,,
NonD,0.73143804,0.153735937,,,,,,
NonD,0.307907106,0.186186806,,,,,,
NonD,6.92E-14,2.121402158,,,,,,
NonD,1.31E-08,1.360100543,,,,,,
NonD,0.001070675,1.058747121,,,,,,
NonD,0.07500817,-0.39127334,,,,,,
NonD,0.663678461,-0.140937631,,,,,,
NonD,0.039343846,-0.320569171,,,,,,
NonD,0.532875285,-0.242426147,,,,,,
NonD,0.707506685,0.099659149,,,,,,
NonD,0.480115202,0.424109369,,,,,,
NonD,0.706060882,-0.168078794,,,,,,
NonD,0.946229201,0.07580868,,,,,,
NonD,0.941225564,0.051333501,,,,,,
NonD,0.828033075,-0.14345256,,,,,,
NonD,0.779135587,0.136784529,,,,,,
NonD,0.019294383,0.816496508,,,,,,
NonD,0.402620804,0.238706961,,,,,,
NonD,0.910435303,0.056343684,,,,,,
NonD,0.525574252,-0.172362134,,,,,,
NonD,0.002405583,-0.492581997,,,,,,
NonD,0.437269173,0.908578938,,,,,,
NonD,0.1294398,-0.323014691,,,,,,
NonD,0.447773509,0.21415492,,,,,,
NonD,0.003729602,-0.417923427,,,,,,
NonD,0.959691377,0.022606649,,,,,,
NonD,0.05689561,0.311423479,,,,,,
NonD,4.27E-11,1.041396898,,,,,,
NonD,0.087589811,1.247569693,,,,,,
NonD,0.107231102,0.896400802,,,,,,
NonD,0.01895744,-1.899081815,,,,,,
NonD,0.980783169,-0.037285204,,,,,,
NonD,0.128645103,-0.760121861,,,,,,
NonD,7.28E-08,2.144949734,,,,,,
NonD,0.364796076,-0.205298479,,,,,,
NonD,0.125628907,0.616902968,,,,,,
NonD,3.77E-41,2.342579476,,,,,,
NonD,0.618991755,-0.121278221,,,,,,
NonD,0.597426677,0.153427389,,,,,,
NonD,0.051377508,-0.390862955,,,,,,
NonD,0.325608553,-2.079150358,,,,,,
NonD,0.215139118,0.366582593,,,,,,
NonD,0.078944249,-0.348940381,,,,,,
NonD,0.907895773,0.035958223,,,,,,
NonD,0.862916649,0.075063981,,,,,,
NonD,0.12483803,0.379643403,,,,,,
NonD,0.456554007,0.186539064,,,,,,
NonD,0.500806741,-0.159460679,,,,,,
NonD,0.487123117,-0.163561263,,,,,,
NonD,0.337090722,0.486152386,,,,,,
NonD,0.251740386,-0.210885134,,,,,,
NonD,0.097960775,0.411834574,,,,,,
NonD,0.628022518,0.148120638,,,,,,
NonD,0.074331175,0.386460853,,,,,,
NonD,0.118337818,-0.42877714,,,,,,
NonD,0.74359745,0.182395159,,,,,,
NonD,0.068168015,0.37879303,,,,,,
NonD,9.60E-06,-0.783623899,,,,,,
NonD,0.013553644,-0.410113331,,,,,,
NonD,4.79E-05,-0.561736167,,,,,,
NonD,0.401167608,-0.232758571,,,,,,
NonD,0.020768047,0.506202185,,,,,,
NonD,6.08E-28,-2.71464699,,,,,,
NonD,2.99E-10,-1.690041036,,,,,,
NonD,0.959462244,0.025293756,,,,,,
NonD,0.562543988,-0.438035986,,,,,,
NonD,0.873691991,0.047081076,,,,,,
NonD,0.006660246,-0.405881643,,,,,,
NonD,0.202898326,-0.217984809,,,,,,
NonD,0.96148781,-0.019837736,,,,,,
NonD,0.740780668,-0.128604326,,,,,,
NonD,0.520858457,-0.200585634,,,,,,
NonD,1.33E-05,-0.649509857,,,,,,
NonD,0.887313742,0.119595833,,,,,,
NonD,0.921584293,-0.201935824,,,,,,
NonD,0.992786347,0.006183326,,,,,,
NonD,0.934767235,0.09872224,,,,,,
NonD,0.952357693,-0.090661799,,,,,,
NonD,0.503735183,-0.274707781,,,,,,
NonD,0.724289864,0.107578872,,,,,,
NonD,0.260348194,1.101766651,,,,,,
NonD,0.426241886,-0.26948563,,,,,,
NonD,0.941751512,-0.034370198,,,,,,
NonD,0.310136045,-0.195236794,,,,,,
NonD,1.34E-06,-0.725333077,,,,,,
NonD,0.178002533,0.588208253,,,,,,
NonD,0.747905655,0.319367779,,,,,,
NonD,0.939879474,-0.046283742,,,,,,
NonD,0.851682193,0.433291364,,,,,,
NonD,0.197288693,1.164205965,,,,,,
NonD,0.001421633,0.91780271,,,,,,
NonD,0.832156103,-0.118653477,,,,,,
NonD,0.891682825,0.077421436,,,,,,
NonD,0.030666543,-0.828098871,,,,,,
NonD,0.735344461,0.649822316,,,,,,
NonD,0.001413329,0.45285699,,,,,,
NonD,0.321957437,0.486272738,,,,,,
NonD,0.526426086,0.437183615,,,,,,
NonD,0.000162589,1.278295646,,,,,,
NonD,0.806295454,-0.151879509,,,,,,
NonD,0.225325032,-0.242348409,,,,,,
NonD,0.358072153,-0.525763638,,,,,,
NonD,0.044472128,-0.443908029,,,,,,
NonD,0.052228105,0.888815256,,,,,,
NonD,0.714969435,-0.58264457,,,,,,
NonD,0.910706742,0.073059204,,,,,,
NonD,0.989267247,-0.010324583,,,,,,
NonD,0.237065129,-0.399608482,,,,,,
NonD,0.350781588,-0.35955158,,,,,,
NonD,0.663627047,-0.199040392,,,,,,
NonD,0.708444091,-0.710499131,,,,,,
NonD,1.94E-05,-1.386819489,,,,,,
NonD,0.914158972,-0.295868343,,,,,,
NonD,0.771089325,-0.071693368,,,,,,
NonD,0.884425774,-0.072131976,,,,,,
NonD,0.801884465,0.123306225,,,,,,
NonD,0.729668238,-0.163906258,,,,,,
NonD,0.907606081,0.239645495,,,,,,
NonD,0.873328199,0.121877623,,,,,,
NonD,0.837880797,0.631114266,,,,,,
NonD,0.720032912,-0.256630353,,,,,,
NonD,0.65830995,0.175383824,,,,,,
NonD,0.829569622,0.24480446,,,,,,
NonD,0.552946382,0.437862462,,,,,,
NonD,0.981236323,-0.016054307,,,,,,
NonD,0.726481302,-0.114239661,,,,,,
NonD,0.160037019,-0.325195915,,,,,,
NonD,0.572407628,0.149383926,,,,,,
NonD,0.098974623,0.557571336,,,,,,
NonD,0.039409186,-0.314491551,,,,,,
NonD,0.707072574,-0.088118588,,,,,,
NonD,0.467243645,-0.26283846,,,,,,
NonD,0.129205294,-0.255703642,,,,,,
NonD,0.817741005,-0.062729306,,,,,,
NonD,0.871420621,0.062296859,,,,,,
NonD,2.77E-16,3.227287969,,,,,,
NonD,0.012356171,1.383354186,,,,,,
NonD,0.055415255,-0.539167787,,,,,,
NonD,0.005574914,-0.546852017,,,,,,
NonD,0.796333001,0.194517794,,,,,,
NonD,0.113651135,-0.295339166,,,,,,
NonD,1.27E-05,-0.586076196,,,,,,
NonD,0.350325254,0.211039553,,,,,,
NonD,0.0107641,-0.395936331,,,,,,
NonD,2.16E-20,1.377581978,,,,,,
NonD,0.636642526,0.207399914,,,,,,
NonD,0.998108233,0.003406209,,,,,,
NonD,0.859786634,-0.219230381,,,,,,
NonD,0.426197837,-0.329202885,,,,,,
NonD,0.469903427,0.656069025,,,,,,
NonD,0.986660711,-0.039243315,,,,,,
NonD,0.178730514,0.260166485,,,,,,
NonD,0.47416907,0.190724042,,,,,,
NonD,0.225939352,-0.624889568,,,,,,
NonD,0.000934251,-0.478071527,,,,,,
NonD,0.586719236,-0.118837724,,,,,,
NonD,0.030921276,-0.327271128,,,,,,
NonD,0.661040559,0.108437916,,,,,,
NonD,0.685144892,-0.276952462,,,,,,
NonD,0.626170916,0.258339172,,,,,,
NonD,0.523804244,-0.231511779,,,,,,
NonD,0.232985798,0.783306145,,,,,,
NonD,0.763323795,0.109192516,,,,,,
NonD,0.780494054,0.115031344,,,,,,
NonD,0.3659249,-0.340898077,,,,,,
NonD,0.004854783,2.297110049,,,,,,
NonD,0.021045733,-0.641220797,,,,,,
NonD,0.109397404,0.34167487,,,,,,
NonD,0.268876552,0.293376603,,,,,,
NonD,0.276253506,-0.2040048,,,,,,
NonD,0.964430884,0.015822565,,,,,,
NonD,0.26353705,-0.335008688,,,,,,
NonD,1.06E-06,1.792121584,,,,,,
NonD,0.631865952,0.181276869,,,,,,
NonD,0.99725127,0.009225799,,,,,,
NonD,0.945805872,0.058209283,,,,,,
NonD,0.278892946,-0.797360137,,,,,,
NonD,0.151372031,0.852858897,,,,,,
NonD,0.293685518,-0.189035629,,,,,,
NonD,0.893559544,0.062818972,,,,,,
NonD,0.000536202,-0.494679827,,,,,,
NonD,0.980783169,0.010340339,,,,,,
NonD,0.26716577,-0.380566337,,,,,,
NonD,6.82E-08,1.293831215,,,,,,
NonD,0.271202555,0.490199195,,,,,,
NonD,0.810196752,-0.213635936,,,,,,
NonD,0.141390511,-0.252291611,,,,,,
NonD,0.070438667,-0.304171761,,,,,,
NonD,0.891682825,-0.044434037,,,,,,
NonD,8.96E-20,-2.517114786,,,,,,
NonD,0.058189939,-0.52037191,,,,,,
NonD,0.001475521,-0.473173206,,,,,,
NonD,0.827385044,-0.060361997,,,,,,
NonD,0.852614869,-0.061138037,,,,,,
NonD,0.600226187,-0.121038842,,,,,,
NonD,0.243899721,-0.253954429,,,,,,
NonD,0.802478201,-0.086978921,,,,,,
NonD,0.343020974,-0.202878698,,,,,,
NonD,0.697216711,-0.133426153,,,,,,
NonD,0.544717267,-0.406780093,,,,,,
NonD,0.786430505,0.156582066,,,,,,
NonD,0.850588413,-0.109398431,,,,,,
NonD,0.74753277,0.378432457,,,,,,
NonD,0.658617023,-0.133236532,,,,,,
NonD,0.072888884,-0.824622916,,,,,,
NonD,0.57695611,0.185193996,,,,,,
NonD,0.872112044,-0.05404109,,,,,,
NonD,0.048581465,0.738330003,,,,,,
NonD,0.973440668,0.01093974,,,,,,
NonD,0.91146973,0.092306622,,,,,,
NonD,0.071168853,-0.330414416,,,,,,
NonD,0.774176595,-0.071783091,,,,,,
NonD,0.479415852,-0.158525618,,,,,,
NonD,0.754055728,-0.122202104,,,,,,
NonD,0.958907477,0.147110807,,,,,,
NonD,3.61E-14,-1.444262341,,,,,,
NonD,0.000392494,-0.529760668,,,,,,
NonD,0.677642779,0.33383202,,,,,,
NonD,0.803081906,0.109312121,,,,,,
NonD,0.257047636,-0.262402944,,,,,,
NonD,0.263486152,0.3287247,,,,,,
NonD,9.32E-26,2.207537707,,,,,,
NonD,0.765315438,0.073973428,,,,,,
NonD,0.513061116,-0.274838227,,,,,,
NonD,0.926262366,-0.028011912,,,,,,
NonD,0.852702122,0.087730744,,,,,,
NonD,0.664706601,0.106250865,,,,,,
NonD,0.945764782,-0.025569009,,,,,,
NonD,0.051514658,1.853010355,,,,,,
NonD,0.51701042,0.3311013,,,,,,
NonD,0.98623898,0.012793484,,,,,,
NonD,0.921107957,-0.077330742,,,,,,
NonD,0.769561134,-0.148514359,,,,,,
NonD,0.840080506,0.267124812,,,,,,
NonD,0.521177998,0.212918993,,,,,,
NonD,0.797654378,-0.072687389,,,,,,
NonD,0.652885777,0.213634358,,,,,,
NonD,0.894592531,0.090707323,,,,,,
NonD,0.96148781,0.017271286,,,,,,
NonD,1.59E-06,2.237070752,,,,,,
NonD,0.945805872,-0.023019092,,,,,,
NonD,0.008258923,-0.782642635,,,,,,
NonD,0.027475596,0.657048903,,,,,,
NonD,0.986655367,0.007180468,,,,,,
NonD,0.947661126,0.030112114,,,,,,
NonD,0.165851185,0.237215031,,,,,,
NonD,0.853036326,0.094585285,,,,,,
NonD,0.031904249,0.331871575,,,,,,
NonD,0.815543747,0.063974083,,,,,,
NonD,0.030548511,-0.499011049,,,,,,
NonD,1.36E-12,1.687546187,,,,,,
NonD,0.333141472,-0.21059177,,,,,,
NonD,0.410434583,0.696962049,,,,,,
NonD,0.00052339,-0.556413337,,,,,,
NonD,0.297042652,-0.568007107,,,,,,
NonD,0.441359139,-0.243736496,,,,,,
NonD,0.051722454,-0.600583726,,,,,,
NonD,0.003025255,-0.588305261,,,,,,
NonD,0.111615816,-0.259890081,,,,,,
NonD,0.924842281,-0.14035694,,,,,,
NonD,0.000353834,-0.529567191,,,,,,
NonD,0.494779017,-0.501682838,,,,,,
NonD,0.213497223,-0.372016973,,,,,,
NonD,0.000269226,-1.266095619,,,,,,
NonD,0.000487057,-0.551415841,,,,,,
NonD,0.012067975,-0.422080028,,,,,,
NonD,8.81E-05,-0.531851585,,,,,,
NonD,0.584773479,-0.120012973,,,,,,
NonD,0.611295855,0.655207736,,,,,,
NonD,0.785071286,-0.099982185,,,,,,
NonD,0.233424021,-0.705740129,,,,,,
NonD,0.989768447,-0.00714392,,,,,,
NonD,0.36415291,-0.169924061,,,,,,
NonD,1.30E-46,2.010717032,,,,,,
NonD,7.56E-42,2.315406545,,,,,,
NonD,0.328987818,0.545691816,,,,,,
NonD,0.030694735,1.488141167,,,,,,
NonD,0.332939365,0.366143968,,,,,,
NonD,0.765605433,-0.096015595,,,,,,
NonD,0.972885849,-0.079419425,,,,,,
NonD,0.842913783,-0.054543684,,,,,,
NonD,0.185669058,-0.236094681,,,,,,
NonD,0.835496722,0.061884892,,,,,,
NonD,0.105988444,-0.55036398,,,,,,
NonD,0.015302851,0.734560264,,,,,,
NonD,1.09E-09,2.784942769,,,,,,
NonD,0.992432498,-0.017452546,,,,,,
NonD,0.19273115,-0.222622268,,,,,,
NonD,0.387846221,-0.18381291,,,,,,
NonD,0.465857219,-0.144412282,,,,,,
NonD,0.141545641,-0.257005902,,,,,,
NonD,0.383611775,-0.177429868,,,,,,
NonD,0.363863257,-0.291449337,,,,,,
NonD,0.541943403,-0.128813235,,,,,,
NonD,0.037974547,-0.357697879,,,,,,
NonD,0.891226095,0.091486541,,,,,,
NonD,0.480621742,0.263542278,,,,,,
NonD,0.98847969,-0.007177386,,,,,,
NonD,0.855219335,-0.106177479,,,,,,
NonD,0.875385621,0.066858056,,,,,,
NonD,0.17883764,-0.250519239,,,,,,
NonD,0.972761556,0.020337614,,,,,,
NonD,0.723078441,-0.122171208,,,,,,
NonD,0.866519301,-0.092809847,,,,,,
NonD,0.402565964,-0.177034905,,,,,,
NonD,0.796011737,0.076671657,,,,,,
NonD,0.513778057,-0.16197403,,,,,,
NonD,0.710745957,0.108067824,,,,,,
NonD,0.441359139,0.242716178,,,,,,
NonD,0.006495984,0.656718153,,,,,,
NonD,0.599098204,-0.13800534,,,,,,
NonD,0.203551876,0.745362142,,,,,,
NonD,0.558041824,-0.560167772,,,,,,
NonD,0.030345165,-1.233815831,,,,,,
NonD,0.439838726,0.447561489,,,,,,
NonD,2.60E-18,3.244326199,,,,,,
NonD,0.001724677,0.76993896,,,,,,
NonD,0.127584748,0.786724549,,,,,,
NonD,0.891682825,0.078249969,,,,,,
NonD,0.766428057,0.438232766,,,,,,
NonD,0.752761739,-0.099969665,,,,,,
NonD,0.490636103,-0.347602875,,,,,,
NonD,0.038195341,0.719505746,,,,,,
NonD,0.381671624,0.578604358,,,,,,
NonD,0.874537692,-0.10296171,,,,,,
NonD,0.29713764,-0.400054604,,,,,,
NonD,0.080747653,0.959883149,,,,,,
NonD,0.887110907,0.081506177,,,,,,
NonD,0.063981779,-0.89713434,,,,,,
NonD,0.899075197,0.079700133,,,,,,
NonD,0.317420166,-0.5484127,,,,,,
NonD,0.229823712,-0.34789099,,,,,,
NonD,1.27E-09,1.33249802,,,,,,
NonD,0.84149314,0.111493266,,,,,,
NonD,0.008716955,1.84341048,,,,,,
NonD,0.616853199,-0.210870943,,,,,,
NonD,0.597776527,0.237347331,,,,,,
NonD,0.212932911,1.636421965,,,,,,
NonD,1.04E-20,1.96875532,,,,,,
NonD,0.355781786,0.192517643,,,,,,
NonD,0.784678036,-0.30226143,,,,,,
NonD,0.686586281,-0.237373909,,,,,,
NonD,0.823951583,-0.149486032,,,,,,
NonD,0.851309131,0.075725797,,,,,,
NonD,0.821270259,-0.247190305,,,,,,
NonD,0.913332145,-0.073941967,,,,,,
NonD,0.933003617,0.203907763,,,,,,
NonD,0.369914743,0.206561785,,,,,,
NonD,0.114984107,-0.260793654,,,,,,
NonD,0.680399374,-0.290149874,,,,,,
NonD,0.825532273,0.144293758,,,,,,
NonD,0.846709418,0.064154925,,,,,,
NonD,0.989268702,-0.02225638,,,,,,
NonD,0.04521579,-0.446649442,,,,,,
NonD,0.00327448,-0.548806425,,,,,,
NonD,0.852388004,0.124944849,,,,,,
NonD,0.359864283,-0.19164049,,,,,,
NonD,0.189818669,0.292536849,,,,,,
NonD,0.546271158,0.145112036,,,,,,
NonD,0.182371296,-0.450186015,,,,,,
NonD,0.761686856,0.093407045,,,,,,
NonD,0.227624106,-0.369378493,,,,,,
NonD,0.940775823,-0.036438497,,,,,,
NonD,0.945805872,0.15391749,,,,,,
NonD,0.896417074,-0.325863567,,,,,,
NonD,0.090312794,-0.327294038,,,,,,
NonD,0.956370164,0.034921963,,,,,,
NonD,0.274588381,0.413757055,,,,,,
NonD,0.744150804,-0.177279855,,,,,,
NonD,2.32E-12,-1.037521894,,,,,,
NonD,0.829446133,0.106733756,,,,,,
NonD,0.165790335,-0.279320374,,,,,,
NonD,0.004060021,-0.414205067,,,,,,
NonD,0.007661311,-0.505751403,,,,,,
NonD,0.200065019,-0.340741601,,,,,,
NonD,0.655579666,-0.160223559,,,,,,
