id,b_PreD,b_D3d,b_D6d,b_D1m,b_D4m,b_NonD
abi2(1of2),0,0.347711585,0.813436117,1.028902268,0.31978799,0.00658514
impdh2(1of2),0,-1.511732917,-0.657421858,-0.502759165,-0.016155517,0.012088018
efna5(4of4),0,-0.204525472,-0.421034761,-0.568679726,-0.658665531,-0.42996324
stoml2,0,-1.431325399,-0.805383358,-0.714883652,0.102702196,-0.165670139
plxna2(1of2),0,-1.625801997,-2.19258178,-2.907397048,-0.79480464,-0.276970925
ttf1,0,0.270690704,0.279922534,0.107280208,0.015985856,-0.033543656
brip1,0,-3.517322797,-3.57714315,-2.399867684,-0.545424471,0.01046103
arid4b,0,0.84675335,0.735224052,0.869351654,0.190171332,0.075510653
scfd1,0,-0.372307362,-0.037050326,0.622105172,0.08328941,-0.029931538
pcid2,0,0.584017815,0.53814133,1.06221825,0.276956723,-0.300643404
cdc123,0,0.492840423,0.881215647,0.907273183,0.53804376,-0.057734774
arf1(2of3),0,-2.505050095,-2.748147146,-2.183503169,-0.210123696,0.471827586
map3k5(2of2),0,0.661406551,0.643932586,0.981134275,-0.078872639,-0.670778334
wapl(1of2),0,-0.081301194,-0.343190374,0.084354022,-0.259827128,-0.13687772
kpna5,0,0.366964831,0.502276636,0.510944481,-0.035755488,-0.271808875
kbtbd8,0,-1.367201333,-1.315791279,-1.499381696,-0.555790667,-0.2492974
sfrp2(1of2),0,0.157674552,0.514841465,0.392664452,-0.002084426,-0.452962847
ppp2r3a(1of2),0,0.444881304,0.434195091,0.173440266,0.139926814,0.056813645
ppp1r9b(1of2),0,-1.07339895,-1.386973643,-0.945951481,-0.41114169,-0.283898651
rab18(2of2),0,-0.427387653,-0.164435146,-0.344489903,0.452455566,0.264666434
ncoa5(1of2),0,-1.496577636,-1.661795221,-1.386323381,-0.803215585,-0.14819364
rab6a(2of2),0,-0.315990827,-0.040944033,0.300445852,-0.122599611,-0.06368445
tada3,0,-0.201395125,0.106055254,-0.06487973,0.370478082,-0.131206311
haus5,0,-4.398730492,-4.019509409,-3.004715627,-0.050787589,0.22160073
wdr61,0,0.372022811,0.121796759,0.077822207,0.052945229,-0.116312287
dlat,0,-3.152912187,-2.32185845,-1.238940949,-0.164963515,0.327295987
topors(1of2),0,0.055900681,0.598892406,0.795800768,0.144284861,-0.301658422
ralgapb,0,-0.074403891,-0.005696283,0.007882626,-0.502359134,-0.135049051
fkbp8(2of2),0,0.609957554,1.089507356,1.309787296,0.60902821,-0.093011754
pus3,0,0.240876882,0.528098627,0.752898914,0.039547533,-0.141420016
c2cd3,0,-1.237614213,-0.967660641,-0.413453561,-0.729285151,-0.253513467
zc2hc1a,0,-0.352290261,-0.333958267,-0.167585752,0.112906162,-0.079136906
mark3(1of2),0,-1.476557407,-1.275610909,-0.863018987,-0.401265366,0.072566067
ppp1r9b(2of2),0,-2.149959309,-2.033952704,-1.027404395,-0.089260242,0.341202773
ehmt2(1of2),0,-1.639796417,-2.04886149,-1.146703872,-0.91652416,-0.24426157
znf235(54of148),0,-0.152670729,0.00486427,0.23172004,0.364451366,0.175009763
axl,0,0.578100709,0.425770153,0.389010312,-0.143651954,-0.054895425
diablo(2of2),0,0.639279517,0.866632374,0.798552326,0.920213768,0.211811511
psat1,0,-1.762494505,-1.827437468,-2.045853778,-0.533390689,0.020896206
schip1(3of3),0,-0.075023427,-0.353658444,-0.749509276,-0.306848395,-0.328798475
vezt,0,-0.009250385,-0.263401447,0.307897169,0.007225271,-0.274608364
secisbp2l,0,0.645543866,0.674161939,0.732306265,-0.153694278,-0.068999707
nrbp1(1of2),0,0.798869325,0.917171145,1.021086409,0.209539321,-0.209512152
hdac4(2of2),0,-0.01959153,-0.246697399,0.153811477,-0.477595469,-0.157943913
swt1(3of3),0,-0.728159329,-0.720617824,0.03838477,0.336236634,0.086994517
rasl11a,0,1.605404042,0.908240006,0.419675313,0.704000917,-0.236822796
chic2,0,-0.188254433,-0.222729015,0.206511502,-0.285788136,-0.269827968
rps6kb2,0,-0.102274106,0.016374153,0.514514826,0.292072715,0.109407715
enoph1,0,-0.46635699,-0.161568011,-0.138076677,0.01612749,-0.24152426
tom1(1of2),0,1.281238868,1.877064166,1.832278447,0.921329363,-0.077374674
commd3,0,1.842626577,1.91245805,1.677777111,1.195853032,-0.097992154
prdm1(3of3),0,-0.419960175,-0.619132145,-1.160506394,-1.136563065,-0.584801916
eci2,0,0.259014524,0.259183057,0.36229607,0.400488894,0.224226074
bckdhb,0,-0.208062206,-0.26716981,-0.544278343,-0.214738851,-0.307829373
znf273,0,0.203428822,0.327500336,0.246545433,-0.098427738,-0.269931643
cep135,0,-3.423823202,-3.43760215,-2.113816201,-0.191539236,0.166784874
nutf2(1of2),0,-2.026387645,-1.362245182,-0.535162826,0.167565142,0.544764311
mrpl47,0,-1.101457049,-1.154969678,-0.869623367,0.15055806,0.237790216
tbc1d1,0,-0.606987388,-1.020420612,-0.737828388,-0.660185431,-0.392510595
hnrnpa1(2of2),0,0.213515607,0.039346614,0.119554832,-0.842735779,-0.493079319
gak,0,-2.806273477,-2.273607747,-1.421450341,-0.475437474,0.143551428
ppard,0,0.658537953,0.817903487,0.802591579,0.373083578,-0.105509497
bysl,0,-0.609068037,0.047426572,0.19336644,0.031267729,-0.043922545
prkd2,0,0.428915923,0.227042602,-0.054920799,-0.559608246,-0.350979219
nxf1,0,-0.646577261,-0.282145276,-0.308350416,-0.300238438,0.015579733
ccdc66,0,0.024676524,0.15445926,0.304461901,0.175251921,-0.281342526
ighmbp2,0,-0.480340634,-0.695838943,-0.541687338,-0.347079593,-0.361155934
ccdc180,0,-0.938559886,-0.832657402,-0.419933108,-0.319337275,-0.027179875
ndufs3,0,-0.350038628,0.172109945,0.505357301,0.726402192,0.18643738
kifap3(1of2),0,-0.145465876,-0.152353,-0.221773454,0.01143308,-0.266783409
atxn2l,0,-2.71425078,-2.890364212,-1.696831162,-0.829252589,0.225347523
slc7a6os,0,0.816928535,0.943176126,1.035961171,0.571698693,-0.032257449
trmt2a,0,-0.396727424,-0.311699193,-0.186364089,0.15245815,-0.02309787
c9orf78,0,0.475083001,0.360166981,0.626741467,0.80476146,0.328141414
eme1(1of2),0,0.247606381,0.440199667,-0.147646758,0.025627501,-0.427954293
tnrc6c(1of2),0,0.236018175,0.09821789,0.092722938,0.065158083,0.594416135
tsen54,0,0.271707005,0.220656918,0.014905262,-0.206647435,-0.523040073
gripap1(1of2),0,0.699453859,1.071050577,1.707460226,0.873929556,-0.014185108
trappc9(2of2),0,-0.232265176,-0.433518595,-0.191105853,-0.371156772,-0.201154224
klf8,0,1.043185757,1.275843627,1.073956216,-0.144782792,-0.638097938
pex3,0,-1.015268367,-1.05991379,-1.044478721,-0.100147295,-0.090492753
senp1(1of3),0,-0.674116843,-0.70206816,-0.256881473,-0.742238223,-0.434896898
zfp384(2of2),0,-0.307040041,-0.540418522,-0.234153385,-0.693716686,-0.239082182
ppp6r2(2of3),0,-0.306713465,-0.346719613,-0.312290916,-0.269404448,-0.224484532
elac2,0,-0.35492318,0.00088234,0.306726318,-0.104532557,-0.180617673
mipep,0,-0.573900959,-0.486508449,-0.52560318,-0.010436186,0.089438329
znf569(5of12),0,-0.382602942,-0.250516875,0.21612719,0.089470721,0.006774142
zswim6(2of3),0,-0.045284007,-0.51129698,-1.031784778,-0.525982188,0.261764717
timm44(2of2),0,-2.623477372,-2.236823447,-2.144059308,-0.311239532,0.251436656
rdh10,0,-0.562486563,-0.80737149,-1.601174686,-0.933036906,-0.838486928
sap18,0,-1.307662677,-1.040839792,-0.906018701,-0.199903537,0.292525484
meis3,0,0.413776756,0.153294222,0.3256788,-0.367279398,-0.545723711
mrps31,0,-0.308019991,0.629287338,0.771507458,0.630414032,0.165295898
c6orf203,0,-0.392350698,-0.424106925,-0.476467723,0.470809113,0.178372199
gsta4(2of2),0,1.3280226,1.227232956,0.207820365,0.880826787,0.687169708
ccdc85c(2of2),0,-1.038718392,-1.031090299,-1.601583342,0.64655915,0.538330965
gas6,0,0.554162344,0.752432102,0.799706306,-0.014222661,-0.51539476
por,0,-0.913117224,0.029670532,-0.292234451,-0.077539566,0.266131027
grsf1,0,-0.439088439,-0.112799662,0.273577096,0.060209144,-0.022377137
zfp638(4of7),0,1.330515129,1.695307783,1.947924249,0.579023782,-0.335659537
ift74(1of2),0,-0.663548931,-0.663806239,-0.176648025,0.303955002,0.146092122
vps4b(1of2),0,0.767760308,0.630479498,0.642578517,0.314732889,-0.247003927
rnf19a(2of5),0,0.362473048,0.097012515,0.095752372,-0.030187223,0.03099466
papl,0,1.39468077,1.402210741,1.226847727,0.175849398,-0.56772
tmem147,0,-2.149159544,-2.08692249,-2.010781648,0.294583554,0.431461742
akap11(1of3),0,0.049771469,-0.102306798,0.670540053,-0.295525478,-0.083627814
nav3,0,-0.742670473,-1.082817903,-1.198934626,-0.603161877,0.20890618
rnf220(2of2),0,0.075578707,0.349804025,0.265268588,-0.070786654,-0.117176178
slc25a48,0,1.2528812,1.534210515,1.201858619,-0.023401923,-0.853119555
vps52,0,0.486023544,0.825468029,0.952674744,0.550140233,-0.227821546
taf1c,0,-0.141028344,-0.02209145,0.35424045,-0.463385149,-0.2768095
sprtn,0,-1.382333163,-0.977838939,-1.087385986,0.06323052,0.020150916
maea,0,-0.311426705,-0.34086727,-0.486057692,-0.052590361,-0.063204294
ppp2r3a(2of2),0,0.855147501,0.971911926,1.010643991,0.672656234,0.106479229
rfwd2,0,-0.504171371,-0.433275247,-0.332087288,-0.162491347,-0.074187289
cmpk1,0,-4.264419366,-3.723618198,-3.313446021,0.008257876,0.37799874
itga3(2of2),0,-0.040707062,-0.326883116,-1.223841409,-0.292626007,0.181859419
tnrc6b(1of2),0,-0.235239829,-0.336849351,-0.072349896,-0.167910973,0.24086296
ttc27,0,-1.413843903,-1.333739467,-0.832148483,-0.353079761,-0.157633477
sash1(2of2),0,-0.107553131,-0.052850861,0.233397422,-0.180888828,0.144785828
epn2,0,-0.274428715,-0.183393149,-0.047171872,-0.557902503,0.115857699
scamp1(1of2),0,-0.000496704,0.042365019,-0.197908305,-0.150055193,-0.40115956
fn1(2of3),0,0.367480752,0.556517065,0.592511281,-0.828505445,-1.723372974
itm2a,0,1.370428283,1.464574825,1.439986149,0.414809992,-0.837484337
march5(2of2),0,0.778355126,0.861970958,1.503346583,0.815583844,-0.113205499
ddah2,0,0.719492274,0.955339169,0.842024127,0.388118774,-0.402315005
snx7,0,-0.390702897,-0.220883788,-0.211069312,0.280790504,-0.080328946
nfya,0,-1.294706101,-0.989655767,-0.370357015,0.378701492,0.223385157
homer3(2of2),0,0.042182087,-0.16569158,-0.374368732,-0.341418472,-0.088792846
cdk17(1of3),0,0.366937308,0.681595585,0.889346584,0.317659731,-0.229140958
socs5(1of2),0,-0.391024634,-0.295479356,-0.118208925,-0.191888296,0.144508188
orc3,0,-3.31197977,-2.97384252,-2.41064225,-0.276719004,0.146514943
zfp512,0,1.484853716,1.559268798,2.063151328,1.036065678,-0.552557099
ccnt2(1of2),0,-0.488251887,0.177857958,0.411951807,0.025342191,-0.147957295
shd(2of2),0,0.89612713,1.332110926,0.445009941,-0.142530617,-0.652171663
nelfb(2of2),0,-0.769266183,-0.654096177,-0.124350797,-0.016033871,-0.081256904
ube2m(2of2),0,-2.870386874,-1.999764892,-1.019617839,0.058569133,0.28137293
ppie,0,-1.712115005,-1.360123908,-0.943726052,0.647141245,0.59399589
kiaa1524,0,-4.712667462,-7.470564569,-4.915045191,-0.179634043,0.208949554
hipk1(1of2),0,0.031432706,0.118049297,0.93672159,-0.32354673,-0.091611081
vps53,0,-0.537457053,-0.386336689,-0.293012956,-0.047169269,0.12001109
lrrfip1(2of2),0,-0.033313161,-0.002491804,0.507999977,0.576665704,0.435843863
med19,0,1.11850008,0.957157648,1.291419349,0.320669997,-0.162569706
fdft1,0,0.69828251,0.474993019,0.191907096,-0.191054581,-0.507298193
spty2d1,0,0.342894786,0.52382896,0.918329186,0.105196209,-0.041737839
sh3gl1(1of2),0,0.176157051,0.099071778,-0.035219829,0.153546327,-0.00057144
ech1,0,-0.377084621,-0.289561794,0.022185377,0.17629126,-0.029996426
eci1,0,-0.009749515,0.130983642,-0.218095813,0.228715886,0.335590308
kiaa0556,0,0.429454386,0.508804542,0.329507577,-0.467689344,-0.429652864
ceacam5(3of3),0,0.530883402,0.174942655,-0.624616707,-0.151492986,-0.377448791
cdc23,0,-1.794376122,-1.11532551,-0.680641414,-0.038306791,0.016706213
rbm33,0,0.291188916,0.043593442,0.746046569,-0.145428874,-0.008086949
zfp69b,0,-0.606704404,-0.799202299,-0.520870258,-0.084015379,-0.023839706
cdh15,0,-0.490467823,-0.96472316,-1.705699789,-0.390649294,-0.231396344
zranb1(1of2),0,0.768580697,1.019903567,0.803747805,-0.179721678,-0.859520116
znf235(65of148),0,0.733761343,0.841943266,0.905864796,0.23852545,-0.09216972
trmt10a,0,-1.462999451,-1.391296188,-1.032543202,0.214102416,0.183031024
pcdh8(3of3),0,-0.697000795,-1.103440088,-3.345532634,-0.276461007,0.09709409
itgav,0,-0.16549414,-0.470530827,-0.811343718,0.021364039,0.266821894
vps13b,0,-0.180012108,-0.277792825,-0.184968509,-0.50190764,0.142746091
ube3c,0,-0.75249743,-0.494712799,0.0707441,0.041968962,0.020723083
znf235(23of148),0,0.309393901,0.64149102,0.542008236,0.190543024,-0.456993665
lzic,0,-0.128683456,-0.056118836,-0.513345473,0.294709863,0.160244565
phpt1(1of2),0,-1.203316815,-1.044676845,-0.999162393,0.059136692,0.04397944
ncoa6,0,-1.415727284,-1.52300817,-0.704762667,-0.530819024,0.153719557
abcb7,0,-1.775264233,-1.479813669,-0.008013714,0.012323057,-0.00176818
slc29a2(1of2),0,-1.360611859,-0.083589815,-0.515756718,-0.526633106,-0.630900166
nr1h3,0,0.1633875,0.102148825,0.396662023,0.206954224,0.174754631
zbtb34,0,0.286609505,0.511932136,0.513831658,0.395231649,0.117231547
slc7a3,0,-1.722866921,-1.553976139,-1.639615648,-0.756902434,0.117512484
ptpn2(2of2),0,0.139612845,0.463851062,0.506731038,0.131663875,-0.253889402
LOC107374475,0,-0.218878481,-0.278269134,0.186246678,-0.829878752,-0.341848573
sec61b,0,-0.248872953,-0.729753896,-1.183475228,0.220002902,0.492556757
cdc27,0,-2.049591757,-1.65427497,-0.80348004,-0.458827324,0.217393593
znf235(15of148),0,0.595420008,0.44958689,0.651622881,-0.00332857,-0.219047229
frmd8,0,-0.508518757,-0.41470164,-0.163761151,0.157324972,0.021331046
stx12,0,0.651601655,0.804719504,0.885952748,0.7230705,-0.006372789
srfbp1,0,0.166948133,0.721234445,0.651067547,0.428679908,0.05395076
shd(1of2),0,0.367236937,0.441403146,1.152652954,0.744716521,-0.073665445
hoxc4(2of3),0,-0.442620982,-0.612799375,-1.143305691,-0.622202079,-0.295568631
lyst,0,-0.03958953,-0.600277937,-0.619600415,-0.513901207,0.139394267
col13a1(1of2),0,-0.036092191,-0.261322254,-1.445640667,-1.46192159,-1.528264216
hnrnpd,0,-0.164308014,0.328444006,-0.17347679,0.309457326,0.05909321
nek9,0,0.321020382,0.212298751,0.244202399,-0.158507115,-0.337973933
mrrf,0,0.951800723,1.137791522,0.354945271,0.651774727,0.111154761
ndufs4,0,-1.186828158,-1.163939101,-0.855777172,0.063862909,0.040787483
vgll4(2of3),0,0.506520001,0.923133817,1.017699445,0.500261492,-0.367912266
slc4a1ap,0,0.045523436,0.350200966,0.149707732,0.322782093,-0.027449005
fzd8(2of2),0,0.553282343,0.080176679,-0.676525827,-0.009889385,-0.014121195
slc25a28(3of3),0,1.183112266,1.562411172,1.611254782,0.475220515,-0.538534273
btbd2,0,0.949939042,1.10611287,1.289448009,0.814717712,-0.03713865
usp40,0,-2.241706581,-1.914924863,-1.718483997,-0.329941446,0.181519629
slc30a9,0,-1.977301986,-1.280753961,-0.625813698,-0.283599057,-0.223530485
inppl1(2of2),0,-0.34768982,-0.571304375,-0.583725336,-0.214852779,0.072620336
rab1b,0,-0.395613685,-0.312862384,-0.206625572,-0.048603516,-0.058070743
myeov2,0,-1.125575924,-0.553041763,-0.364252128,0.460734153,0.223741596
pspc1,0,-1.848288925,-1.583850141,-1.313591933,0.003528629,0.108144625
patl1,0,-0.459340076,-0.337776852,0.204118145,0.066098822,0.132528885
fam83h(2of2),0,0.82438944,0.956544699,0.372599735,0.585372892,0.546318671
psmd9,0,0.73174826,0.889091009,0.163945935,0.544476129,0.086694157
sapcd2,0,-0.609039819,-0.913354007,-0.890130624,-0.340931452,-0.351126827
capn1(1of3),0,0.107184277,-0.033023608,-0.196416421,-0.409247641,-0.606050172
stim1(1of2),0,-0.365440489,-0.513185722,0.196330946,0.376690692,0.146329174
sccpdh,0,0.109641933,0.18135614,-0.315055164,0.256091154,0.045176631
msrb1,0,-1.403464113,-0.683910802,-1.23941798,-0.014739744,-0.013189119
ap3s1,0,0.052437359,0.203907446,0.356191089,0.560722163,-0.028563227
ift172,0,-0.119325051,-0.1120474,-0.19156362,-0.130893069,-0.014799039
rgs12(2of2),0,-0.777523703,-1.007708035,-1.06272205,-1.091951607,-0.138650197
rere(2of2),0,-0.438572424,-0.666306438,-0.621214981,-0.689181462,0.139378805
wdtc1,0,1.228715013,1.496673426,0.9638268,0.033259735,-0.696098431
kalrn(2of2),0,-1.108679611,-1.27871851,-1.720978999,-0.396738903,0.129176338
faf1,0,-0.709439278,-0.488740736,0.153221805,0.158663149,0.207388607
hras(2of2),0,-0.240739036,0.021270262,-0.817604786,-0.155144003,-0.055342859
hipk3(1of3),0,0.79110627,0.935208659,1.04119489,0.085914153,0.164141449
stk25,0,-0.11819856,-0.150808762,0.1105871,0.205561325,-0.075846854
zbtb45,0,0.172904773,0.240877049,0.287898642,-0.264782433,-0.091867043
col27a1(4of4),0,0.234381997,-0.524440082,-1.560694087,-0.161050934,0.461327534
ercc6l2,0,-0.527128672,-0.481451593,-0.163090133,-0.525132846,-0.202054042
ppp2r5a,0,0.904603548,1.119028567,1.402635339,0.564469421,-0.022735815
plcl2(3of3),0,-0.989902184,-0.724873569,-0.658575294,-0.484287977,0.066240072
pask,0,-1.666704627,-0.624269592,-0.306446277,0.027910412,0.096296857
pus7l,0,1.873028793,1.994533538,1.874591162,0.607182613,-0.390531599
snrnp40,0,-0.33074886,-0.008665805,0.284340742,0.472178956,0.190794733
tmem132e,0,-1.077476093,-1.478196455,-1.808399402,-0.734795255,-0.129254001
sfrp2(2of2),0,-0.411583989,-0.45760675,-1.615698651,-0.167672776,-0.336718463
rnf6(1of2),0,0.287656024,0.574592679,0.972752525,0.187455919,-0.289675956
nrp2(2of2),0,-0.827625709,-1.066531897,-1.766854196,-1.192108466,-0.534120465
pan2,0,-0.716056672,-0.872773055,-0.513493936,-0.298364077,-0.185878164
cited2(1of2),0,0.903397942,1.223237579,1.071188482,0.218665628,-0.982268085
pcmtd1,0,1.681334917,1.942859438,1.53317993,0.598726889,-0.749126107
pxdn,0,-1.112377393,-2.09811416,-2.383552785,-1.02270599,-0.199313485
dmtf1,0,1.899847088,1.650376188,1.459178305,0.855582482,-0.465935146
nedd4l(1of2),0,0.138960864,0.273925073,0.176087521,-0.126193696,-0.130349275
map4k3,0,0.503834168,0.546381222,1.042410795,-0.13805655,-0.184346428
tbc1d8,0,0.762394077,0.68333014,0.352837962,-0.280793622,-0.450323402
ogfr(1of2),0,-0.252641249,-0.137893638,-0.02823947,0.122418853,0.009852105
atp5l,0,-1.321364697,-1.575640769,-0.96355446,0.068576706,0.366629264
ltbp3,0,-0.552650436,-0.523852852,-1.078444969,-0.949974426,-0.648914978
pip4k2b,0,0.652537612,0.957158644,1.259998674,0.763321147,0.105767393
appbp2,0,-0.040382266,-0.007549685,0.067218812,0.146564571,0.106509552
phf5a,0,-2.291584125,-1.884574624,-2.074760665,0.29411553,0.366303115
gng2,0,1.174881253,1.593095993,1.587452644,1.131035568,-0.160383909
srgap3(1of4),0,0.798635238,0.343795654,0.076933715,0.402325612,0.302239896
cnot8,0,0.156736968,0.259593,0.536981348,0.436307761,0.096879371
senp6,0,0.077016446,0.076410523,0.64915481,-0.072119052,-0.253994074
tmtc3,0,-0.862829655,-0.799427268,-0.565530848,-0.163470128,0.007422329
fut11,0,-0.288620891,-0.672704417,-0.734898989,-0.340211125,-0.327095034
zbtb48(1of2),0,-1.117063163,-2.010737043,-2.261654651,-1.139490153,-0.104543233
zfp143,0,-0.781969975,-0.692318151,0.091601844,-0.042001914,0.101951397
mark3(2of2),0,-0.025825518,-0.268467247,-0.23695076,0.002858543,0.205325218
osbpl9,0,0.452321529,0.294658197,0.126633756,0.137975934,0.02887451
ttl,0,-0.75588056,-0.880018527,-0.403567894,-0.236897196,-0.277784604
xpa,0,-1.684987804,-1.066300834,-0.820009074,-0.042899285,-0.302931407
prdx3,0,0.423126955,0.824832126,1.21591531,0.631656523,0.131290351
ankrd28(1of2),0,0.788773359,0.91539388,0.818197764,-0.008885241,-0.303435755
coq9(2of2),0,-0.567486959,-0.382188396,0.148338437,0.273078962,0.020605824
znf624(1of2),0,-0.479790193,-0.211432168,0.444053827,-0.297815105,-0.291042773
def8,0,0.477163832,0.324789986,0.187777849,-0.020236716,-0.344858812
asap1(2of2),0,-0.009642375,0.386365108,0.343856343,-0.530441379,-0.258199097
prickle1(2of2),0,1.685399351,1.417635124,0.982167056,0.3319139,-0.008361993
smad2(1of2),0,-0.987682116,-1.067915798,-0.984762756,-0.814278764,-0.135167176
nampt,0,-0.307814563,0.301508531,0.671605698,0.291374647,0.099056143
arfgef1,0,0.232579323,0.145954071,0.519515207,-0.227628954,-0.225016817
rnf168,0,-0.087458243,0.022361571,0.308927764,-0.044398693,-0.319723941
stk17b(2of2),0,-0.443288435,-0.451124712,-0.689831016,0.047485285,0.080454293
txnip(1of2),0,2.173759384,2.263542042,1.501365534,1.239840776,-0.083161181
yeats2,0,-1.797055632,-1.81961101,-1.381946868,-0.710910267,-0.152510568
wbp2(1of2),0,0.917738907,1.274451633,1.516393019,0.390544316,-0.229239502
dennd5a,0,-0.099669126,-0.009797964,0.289720142,-0.173956384,0.009622008
c6orf62,0,0.582877905,0.864058565,1.195928317,0.503685133,0.364246094
cetn3,0,-1.434776471,-1.29032398,-1.345579994,0.323788199,0.227765853
med6,0,1.017562877,1.278514729,1.124453589,0.100331899,-0.331080673
cd82(2of3),0,-0.531574411,-0.569207011,-1.103497251,-0.218246961,-0.34454178
zbed4(32of38),0,0.453224887,0.502182156,0.510223358,-0.206909839,-0.37802251
chek1,0,-5.410613275,-6.811613239,-4.607339447,0.035404901,0.429463695
map3k3(2of2),0,0.530811415,0.344712033,0.344455548,-0.156838252,-0.280339024
scarf2,0,0.114290949,-0.113044512,-0.720759768,0.029454983,0.029010819
alyref(1of2),0,-1.411119749,-0.891620113,-0.726647306,0.569908472,0.633843038
appl1,0,0.887438116,0.798169894,0.883179564,0.486521042,-0.181419428
clasp1(2of3),0,-0.926443219,-1.161860511,-0.471535534,-0.535085326,0.136977771
tnrc6c(2of2),0,-0.145144909,-0.428540788,-0.093692272,-0.387556463,0.252116974
dnajc21,0,-3.719445933,-3.239895488,-2.137358831,-0.103532794,0.326925975
slc27a2(3of3),0,0.951366457,0.902354765,0.339859302,-0.395625143,-0.883748406
pabpn1(1of2),0,-2.054825856,-1.538430015,-1.326787528,-0.164359813,-0.080685643
prkd3(1of2),0,0.937658655,1.414494958,1.285238325,0.288987285,-0.431043141
mrpl1,0,-0.691601772,-0.39644046,-0.745065693,-0.185013409,-0.064125122
itgb4,0,1.773423956,1.286568742,0.182846307,-0.159281429,0.224982218
pfdn5,0,-0.998229003,-0.696624702,-0.413057172,0.57915409,0.470119931
plod3(1of2),0,-0.899530312,-0.552225075,-0.827471543,-0.410038176,-0.430312772
rps19bp1,0,-0.639675425,-0.232852871,0.024321805,0.801077654,0.452799097
sh3bp5(2of2),0,-1.696324364,-1.814164668,-1.455651996,0.415036913,0.423805325
isca1,0,1.851218,2.065022452,1.507090688,0.139252792,-1.020136989
zfp873,0,-0.564608327,-0.708693511,-0.467519124,-0.027528846,-0.084377053
tlcd2,0,0.457572732,1.449490898,0.831240175,0.269993361,-0.264360838
strn4,0,-1.024348912,-1.276999578,-0.443189142,-0.475634164,0.118443815
cog3,0,0.627230971,1.053627539,1.87736703,0.472284036,-0.335629668
mrps5,0,-1.156300022,-1.131588931,-0.860272295,0.051032311,0.06971314
gpn1,0,-0.28929643,-0.171621491,-0.037315159,-0.026115052,-0.126642296
nkx6-2,0,-0.199830774,-0.55173067,-1.023556195,-0.671069215,-0.507451185
stk10(1of2),0,1.703962159,1.955023202,1.950946638,0.757302878,-0.259475898
nsmaf,0,1.344822543,1.011455444,0.549090511,-0.027422126,-0.312018533
imp3,0,-2.174669683,-2.188051979,-1.687974605,0.35847513,0.339447527
svep1(1of3),0,-0.472833028,-1.002595277,-1.568574207,-0.678465638,-0.588746609
gtf2h1,0,-1.443725679,-0.87864017,-0.675742565,-0.31062941,-0.135333694
al513412.1,0,0.621140039,0.820794615,0.879759985,0.234815164,-0.063586643
mitf(3of5),0,0.771635545,0.510694608,0.547656499,-0.349781442,-0.540914043
klc2,0,0.660672349,0.58418179,0.663429513,0.271852139,-0.238656193
znf235(13of148),0,0.760981002,0.915767223,1.04694922,0.515278331,0.040109843
foxo3(2of4),0,0.548773719,0.670660827,0.536640807,-0.401140387,-0.363275099
med13l,0,0.906037166,0.8094183,0.79687891,-0.034552752,-0.030514289
trim80(6of16),0,1.189533615,1.27486236,0.880104289,0.148495276,-0.421751043
peak1(2of2),0,0.915484694,1.038214051,1.068869291,-0.229329777,-0.414482981
setd1a,0,0.058493076,0.230608541,1.02851525,-0.32505376,0.226166238
atg13,0,0.866536474,1.033793161,0.926455416,-0.023155409,-0.618563471
mgst3(2of2),0,1.514033073,2.337629125,1.806678174,0.994143285,-0.100004559
fasn(1of3),0,-0.112419421,-0.085822851,-2.602148285,-2.296483957,-2.194427157
nsf(1of2),0,-1.310628077,-1.939762926,-2.172459973,-0.210615566,0.055869021
mtmr1,0,1.773637063,2.027890941,1.945557477,1.092842773,-0.273763174
nutf2(2of2),0,-3.6415209,-3.364165571,-2.735145504,0.454739516,0.76830789
LOC107372655,0,-0.209958469,-0.283259891,-0.085954764,-0.361391919,-0.351430432
aup1,0,-0.059933554,0.067523088,-0.134765801,0.020531448,-0.187263757
sec61a1(1of2),0,-2.929440083,-2.727339065,-2.215949328,-0.517263598,0.021874442
idh3a,0,-0.324576352,0.133962381,0.654371688,0.376157535,0.183332664
supt4h1,0,-0.818327278,-0.628047312,-0.617980101,0.144418283,-0.113930605
inpp5b,0,-0.091104842,0.095271479,0.428778474,-0.126233409,-0.188762059
tceb1,0,-0.720892804,-0.437843487,-0.405249305,-0.032333045,0.279251095
atp2a2(3of4),0,-0.15919066,-0.301259386,-0.903431959,-0.423745167,0.127637478
srebf1,0,-1.014408318,-0.984985404,-0.724610407,-1.22449332,-1.00212398
arel1,0,-1.486335694,-1.128741479,-0.767143833,-0.152235456,0.091029395
igsf10(4of5),0,-0.271068749,-0.862156908,-0.447933977,-1.840957515,-1.48659483
e2f8,0,-5.220145072,-7.310547382,-4.961068392,-0.878603172,-0.02838082
dus3l,0,-0.194348619,-0.081223051,-0.422737303,-0.019551169,0.129955053
nupr2,0,0.557571902,0.566875767,-0.501204321,0.705186238,0.69889613
map2k2,0,0.026021496,-0.049773126,0.057017904,-0.335574003,-0.207070235
gle1,0,-0.410458544,-0.529055499,-0.344280091,-0.186687015,-0.185056384
srebf2,0,-1.100254747,-1.079573423,-0.9396012,-0.787535337,0.039242259
n4bp1(1of2),0,1.200048163,1.498939912,1.500558966,0.339197649,-0.392249261
